"","mean_O2ml_L","mean_O2Sat","mean_T_degC","mean_Salnty","mean_ChlorA","mean_PO4uM","Depth_zone","Water_density_class"
"1",5.73333333333333,99.2333333333333,14.81,33.099,0.943333333333333,0.433333333333333,"Very shallow","Light"
"2",5.5525,96.475,14.9525,33.25225,0.1975,0.495,"Shallow","Light"
"3",5.73666666666667,100.533333333333,15.38,33.2133333333333,0.343333333333333,0.376666666666667,"Very shallow","Light"
"4",5.684,99.26,15.206,33.2412,0.406,0.4,"Shallow","Light"
"5",4.69,78.22,12.87,33.3432,0.15,0.932,"Intermediate","Light"
"6",2.05764705882353,32.0882352941176,8.63941176470588,34.0087058823529,0.0142857142857143,2.24470588235294,"Deep","Intermediate"
"7",5.74,99.775,14.965,33.2665,0.5175,0.3825,"Very shallow","Light"
"8",5.708,99.08,14.912,33.2766,0.524,0.4,"Shallow","Light"
"9",4.775,78.7666666666667,12.375,33.3035,0.135,0.981666666666667,"Intermediate","Light"
"10",2.01235294117647,31.1176470588235,8.44352941176471,34.0258235294118,0.00571428571428571,2.31882352941176,"Deep","Intermediate"
"11",5.7125,100.5,15.57,33.25375,0.2475,0.37,"Very shallow","Light"
"12",5.725,100.625,15.5325,33.25775,0.2475,0.3625,"Shallow","Light"
"13",5.325,89.6166666666667,13.325,33.232,0.178333333333333,0.68,"Intermediate","Light"
"14",2.37352941176471,36.3411764705882,8.10941176470588,33.9206470588235,0.0171428571428571,2.21352941176471,"Deep","Intermediate"
"15",5.77,100.6,15.144,33.2208,0.23,0.38,"Very shallow","Light"
"16",5.714,98.88,14.742,33.2406,0.29,0.428,"Shallow","Light"
"17",4.85,78.1833333333333,11.3166666666667,33.2281666666667,0.163333333333333,1.06833333333333,"Intermediate","Light"
"18",2.15411764705882,32.9117647058824,8.04352941176471,33.9897647058824,0.0171428571428571,2.30176470588235,"Deep","Intermediate"
"19",4.85333333333333,80.6166666666667,12.5033333333333,33.3691666666667,0.272,0.931666666666667,"Shallow","Light"
"20",3.65166666666667,57.1333333333333,9.88333333333333,33.5736666666667,0.0433333333333333,1.6,"Intermediate","Intermediate"
"21",1.92117647058824,29.0352941176471,7.72235294117647,34.0662941176471,0,2.39235294117647,"Deep","Intermediate"
"22",5.824,100.62,14.662,33.292,0.686,0.428,"Very shallow","Light"
"23",5.125,85.8833333333333,12.955,33.3198333333333,0.423333333333333,0.83,"Shallow","Light"
"24",3.92166666666667,61.0666666666667,9.67333333333333,33.5223333333333,0.0266666666666667,1.56666666666667,"Intermediate","Intermediate"
"25",1.77352941176471,26.9058823529412,7.76294117647059,34.0884117647059,0,2.46647058823529,"Deep","Intermediate"
"26",5.83,101.42,14.994,33.2702,0.484,0.364,"Very shallow","Light"
"27",5.1825,87.475,13.3025,33.3445,0.4725,0.75,"Shallow","Light"
"28",3.665,57.1833333333333,9.76833333333333,33.5828333333333,0.04,1.62333333333333,"Intermediate","Intermediate"
"29",1.64764705882353,24.8882352941176,7.61764705882353,34.1131176470588,0.00428571428571429,2.51,"Deep","Intermediate"
"30",5.856,101.14,14.654,33.2084,0.35,0.384,"Very shallow","Light"
"31",5.726,98.08,14.232,33.2478,0.42,0.468,"Shallow","Light"
"32",4.87333333333333,77.5833333333333,10.7416666666667,33.218,0.136666666666667,1.14,"Intermediate","Intermediate"
"33",2.09588235294118,31.6823529411765,7.65764705882353,34.0102941176471,0.00714285714285714,2.35647058823529,"Deep","Intermediate"
"34",5.7,100.66,15.774,33.2266,0.116,0.34,"Very shallow","Light"
"35",5.724,100.6,15.554,33.2078,0.16,0.342,"Shallow","Light"
"36",5.40166666666667,89.8166666666667,12.7416666666667,33.1688333333333,0.195,0.708333333333333,"Intermediate","Light"
"37",2.35647058823529,35.8529411764706,7.87588235294118,33.9343529411765,0.01,2.22588235294118,"Deep","Intermediate"
"38",5.766,101.1,15.412,33.1892,0.144,0.36,"Very shallow","Light"
"39",5.77666666666667,100.633333333333,15.1016666666667,33.1993333333333,0.25,0.358333333333333,"Shallow","Light"
"40",5.10428571428571,82.8714285714286,11.6257142857143,33.184,0.167142857142857,0.925714285714286,"Intermediate","Light"
"41",2.345,35.6375,7.853125,33.9529375,0.01,2.235625,"Deep","Intermediate"
"42",5.7325,101.1,15.71,33.192,0.1025,0.36,"Very shallow","Light"
"43",5.79,101.075,15.2075,33.2005,0.2025,0.3675,"Shallow","Light"
"44",5.395,89.5,12.6766666666667,33.1733333333333,0.211666666666667,0.725,"Intermediate","Light"
"45",2.43882352941176,37.0882352941176,7.83941176470588,33.9041176470588,0.0142857142857143,2.21,"Deep","Intermediate"
"46",5.7175,100.7,15.6575,33.171,0.13,0.34,"Very shallow","Light"
"47",5.725,100.733333333333,15.6016666666667,33.1788333333333,0.156666666666667,0.34,"Shallow","Light"
"48",5.62333333333333,95.9,14.0283333333333,33.1753333333333,0.218333333333333,0.511666666666667,"Intermediate","Light"
"49",2.72529411764706,41.6823529411765,8.10058823529412,33.8557058823529,0.0242857142857143,2.08529411764706,"Deep","Intermediate"
"50",5.69,100.84,15.946,33.1922,0.112,0.344,"Very shallow","Light"
"51",5.714,100.76,15.706,33.1874,0.15,0.342,"Shallow","Light"
"52",5.59666666666667,95.3,13.9466666666667,33.1996666666667,0.193333333333333,0.513333333333333,"Intermediate","Light"
"53",2.59588235294118,39.7411764705882,8.00176470588235,33.9032352941176,0.0171428571428571,2.13647058823529,"Deep","Intermediate"
"54",5.6175,100.625,16.4725,33.21675,0.1125,0.3575,"Very shallow","Light"
"55",5.62,100.38,16.336,33.229,0.166,0.352,"Shallow","Light"
"56",5.66166666666667,98.7166666666667,15.15,33.1996666666667,0.19,0.398333333333333,"Intermediate","Light"
"57",2.85058823529412,44.0588235294118,8.41352941176471,33.8087647058824,0.0342857142857143,2.00647058823529,"Deep","Intermediate"
"58",5.564,100.64,16.944,33.3554,0.116,0.326,"Very shallow","Light"
"59",5.56,100.48,16.896,33.3486,0.136,0.32,"Shallow","Light"
"60",5.60833333333333,99.5666666666667,16.0216666666667,33.3298333333333,0.168333333333333,0.345,"Intermediate","Light"
"61",3.15823529411765,49.3823529411765,8.75941176470588,33.7965882352941,0.0471428571428571,1.84235294117647,"Deep","Light"
"62",5.672,100.82,16.096,33.213,0.122,0.34,"Very shallow","Light"
"63",5.698,100.72,15.832,33.192,0.17,0.34,"Shallow","Light"
"64",5.67857142857143,98.3571428571429,14.8171428571429,33.1765714285714,0.181428571428571,0.418571428571429,"Intermediate","Light"
"65",2.83235294117647,43.7058823529412,8.40411764705882,33.8224705882353,0.0414285714285714,2.03823529411765,"Deep","Intermediate"
"66",5.662,100.56,16.056,33.214,0.14,0.34,"Very shallow","Light"
"67",5.71833333333333,100.75,15.665,33.212,0.178333333333333,0.336666666666667,"Shallow","Light"
"68",5.59,94.7166666666667,13.71,33.18,0.203333333333333,0.536666666666667,"Intermediate","Light"
"69",2.71352941176471,41.6647058823529,8.26176470588235,33.8300588235294,0.0357142857142857,2.08470588235294,"Deep","Intermediate"
"70",5.65,100.46,16.142,33.1034,0.132,0.33,"Very shallow","Light"
"71",5.664,100.32,15.92,33.2476,0.17,0.334,"Shallow","Light"
"72",5.69833333333333,98.6833333333333,14.8,33.1953333333333,0.17,0.411666666666667,"Intermediate","Light"
"73",2.36133333333333,35.9866666666667,7.89266666666667,33.946,0.022,2.31928571428571,"Deep","Intermediate"
"74",5.6975,100.55,15.7525,33.166,0.1425,0.33,"Very shallow","Light"
"75",5.72333333333333,100.633333333333,15.5666666666667,33.161,0.18,0.331666666666667,"Shallow","Light"
"76",5.71666666666667,97.5333333333333,14.0716666666667,33.1501666666667,0.188333333333333,0.435,"Intermediate","Light"
"77",2.6525,40.49375,7.985,33.882625,0.0266666666666667,2.1275,"Deep","Intermediate"
"78",5.84,100.8,14.69,33.03725,0.31,0.355,"Very shallow","Light"
"79",5.745,97.375,13.7325,33.2365,0.4175,0.4875,"Shallow","Light"
"80",4.44,70.8833333333333,10.755,33.3831666666667,0.0916666666666667,1.27,"Intermediate","Light"
"81",2.058125,30.775,7.233125,34.0215625,0.00666666666666667,2.408125,"Deep","Intermediate"
"82",5.8,101.18,15.164,33.2142,0.266,0.35,"Very shallow","Light"
"83",5.64714285714286,97.4428571428572,14.5828571428571,33.2555714285714,0.374285714285714,0.46,"Shallow","Light"
"84",4.42333333333333,70.9666666666667,10.9383333333333,33.3995,0.163333333333333,1.255,"Intermediate","Light"
"85",1.885,28.6,7.8375,34.0770625,0.005,2.418125,"Deep","Intermediate"
"86",5.798,101,15.09,33.1676,0.27,0.35,"Very shallow","Light"
"87",5.68333333333333,98.1833333333333,14.6583333333333,33.236,0.375,0.426666666666667,"Shallow","Light"
"88",4.365,69.4666666666667,10.6833333333333,33.367,0.0983333333333333,1.29166666666667,"Intermediate","Intermediate"
"89",1.823125,27.60625,7.730625,34.0706875,0.00666666666666667,2.45,"Deep","Intermediate"
"90",5.83,101.433333333333,15.04,33.2033333333333,0.406666666666667,0.36,"Very shallow","Light"
"91",5.468,93.54,14.144,33.263,0.292,0.548,"Shallow","Light"
"92",4.18,67.55,11.365,33.4515,0.0533333333333333,1.25666666666667,"Intermediate","Intermediate"
"93",1.949375,29.89375,8.220625,34.058625,0.005,2.350625,"Deep","Intermediate"
"94",5.804,100.92,15.004,33.182,0.396,0.358,"Very shallow","Light"
"95",5.5,94.9857142857143,14.6257142857143,33.2678571428571,0.334285714285714,0.481428571428571,"Shallow","Light"
"96",4.065,67.1,12.3683333333333,33.4735,0.0833333333333333,1.17,"Intermediate","Light"
"97",1.924375,29.725,8.403125,34.0580625,0.005,2.3375,"Deep","Intermediate"
"98",5.786,100.54,14.96,33.1912,0.58,0.368,"Very shallow","Light"
"99",5.51833333333333,94.9333333333333,14.4316666666667,33.2715,0.375,0.491666666666667,"Shallow","Light"
"100",4.235,68.6333333333333,11.5066666666667,33.433,0.0583333333333333,1.21833333333333,"Intermediate","Intermediate"
"101",2.45333333333333,37.75,8.80583333333333,33.9836666666667,0.005,2.105,"Deep","Intermediate"
"102",5.774,100.68,15.144,33.1772,0.456,0.364,"Very shallow","Light"
"103",5.72428571428571,99.6428571428571,15.0485714285714,33.2357142857143,0.404285714285714,0.385714285714286,"Shallow","Light"
"104",5.2875,87.9,12.8,33.1925,0.1825,0.74,"Intermediate","Light"
"105",2.08470588235294,32.2058823529412,8.45882352941176,34.0244117647059,0.00857142857142857,2.26588235294118,"Deep","Intermediate"
"106",5.69666666666667,98.2333333333333,15.1466666666667,31.383,0.488333333333333,1.06833333333333,"Very shallow","Light"
"107",5.71571428571429,99.7142857142857,15.1957142857143,33.0918571428571,0.378571428571429,0.491428571428571,"Shallow","Light"
"108",5.758,100.4,15.156,33.152,0.69,0.374,"Very shallow","Light"
"109",5.648,98.22,14.994,33.24,0.306,0.406,"Shallow","Light"
"110",4.84833333333333,81.95,13.54,33.3433333333333,0.105,0.813333333333333,"Intermediate","Light"
"111",2.032,31.6266666666667,8.62666666666667,34.012,0.02,2.26933333333333,"Deep","Intermediate"
"112",5.745,99.325,14.9,31.999,0.876666666666667,0.783333333333333,"Very shallow","Light"
"113",5.54166666666667,95.7666666666667,14.7616666666667,32.9791666666667,0.243333333333333,0.67,"Shallow","Light"
"114",5.868,100.38,14.2,33.193,0.758,0.414,"Very shallow","Light"
"115",5.71,97.1833333333333,13.9383333333333,33.2493333333333,0.553333333333333,0.475,"Shallow","Light"
"116",4.26333333333333,69.4,11.6916666666667,33.4578333333333,0.0933333333333333,1.18,"Intermediate","Light"
"117",1.9075,29.3375,8.316875,34.0633125,0.0116666666666667,2.334375,"Deep","Intermediate"
"118",5.894,100.8,14.194,33.2154,0.832,0.404,"Very shallow","Light"
"119",5.44333333333333,92,13.5766666666667,33.2846666666667,0.411666666666667,0.608333333333333,"Shallow","Light"
"120",4.05833333333333,65.1166666666667,10.9933333333333,33.5038333333333,0.0783333333333333,1.35166666666667,"Intermediate","Intermediate"
"121",1.8475,28.43125,8.391875,34.07,0.0166666666666667,2.363125,"Deep","Intermediate"
"122",5.69,97.3333333333333,14.17,33.2553333333333,0.516666666666667,0.486666666666667,"Very shallow","Light"
"123",5.138,86.18,13.17,33.3534,0.226,0.766,"Shallow","Light"
"124",5.75,98.74,14.366,33.2636,0.51,0.444,"Very shallow","Light"
"125",5.624,96.06,14.092,33.2772,0.4,0.508,"Shallow","Light"
"126",4.18833333333333,66.45,10.49,33.4376666666667,0.0716666666666667,1.37166666666667,"Intermediate","Intermediate"
"127",2.04411764705882,31.0529411764706,7.84058823529412,34.0190588235294,0.01,2.35352941176471,"Deep","Intermediate"
"128",5.784,99.48,14.45,33.254,0.418,0.404,"Very shallow","Light"
"129",5.78,99.4,14.446,33.26,0.396,0.4,"Shallow","Light"
"130",4.34833333333333,69.8,10.855,33.4316666666667,0.111666666666667,1.27833333333333,"Intermediate","Light"
"131",1.81470588235294,27.4117647058824,7.64411764705882,34.0870588235294,0.00142857142857143,2.45470588235294,"Deep","Intermediate"
"132",5.872,100.94,14.51,32.989,0.198,0.36,"Very shallow","Light"
"133",5.826,99.12,13.978,33.0358,0.25,0.408,"Shallow","Light"
"134",4.45333333333333,72.4833333333333,11.71,33.3813333333333,0.11,1.12,"Intermediate","Light"
"135",2.21,33.54375,7.726875,33.9704375,0.02,2.31375,"Deep","Intermediate"
"136",5.7,100.575,15.73,33.1745,0.1225,0.33,"Very shallow","Light"
"137",5.70333333333333,100.616666666667,15.7366666666667,33.1773333333333,0.121666666666667,0.33,"Shallow","Light"
"138",5.7,99.4333333333333,15.1766666666667,33.1935,0.156666666666667,0.373333333333333,"Intermediate","Light"
"139",2.99176470588235,46.2,8.32411764705882,33.7932941176471,0.0442857142857143,1.98470588235294,"Deep","Light"
"140",5.64,100.275,16.0875,33.2625,0.15,0.34,"Very shallow","Light"
"141",5.64,100.2,16.085,33.26325,0.15,0.345,"Shallow","Light"
"142",5.65,99.2571428571429,15.5271428571429,33.2344285714286,0.161428571428571,0.375714285714286,"Intermediate","Light"
"143",3.205,50.0333333333333,8.79277777777778,33.7671666666667,0.0575,1.85611111111111,"Deep","Light"
"144",5.69,100.5,15.78,33.1886,0.15,0.334,"Very shallow","Light"
"145",5.68,100.3,15.7775,33.1935,0.1575,0.335,"Shallow","Light"
"146",5.69,99.8,15.46,33.1723333333333,0.155,0.356666666666667,"Intermediate","Light"
"147",3.11705882352941,48.6764705882353,8.73235294117647,33.7466470588235,0.0528571428571429,1.91411764705882,"Deep","Light"
"148",5.624,100.7,16.44,33.2914,0.11,0.33,"Very shallow","Light"
"149",5.6525,100.525,16.1225,33.2485,0.1275,0.335,"Shallow","Light"
"150",5.62,97.4142857142857,14.8414285714286,33.2457142857143,0.188571428571429,0.408571428571429,"Intermediate","Light"
"151",2.97888888888889,46.2444444444444,8.50944444444444,33.793,0.03625,1.97722222222222,"Deep","Intermediate"
"152",5.606,100.72,16.592,33.3594,0.116,0.32,"Very shallow","Light"
"153",5.625,100.825,16.485,33.34125,0.115,0.32,"Shallow","Light"
"154",5.65,100.457142857143,16.1014285714286,33.3041428571429,0.167142857142857,0.338571428571429,"Intermediate","Light"
"155",3.36055555555556,52.7833333333333,8.90333333333333,33.7669444444444,0.06375,1.77833333333333,"Deep","Light"
"156",5.6225,100.375,16.28,33.352,0.1325,0.3125,"Very shallow","Light"
"157",5.62,100.25,16.255,33.35325,0.1375,0.305,"Shallow","Light"
"158",5.62,99.7375,15.99,33.34325,0.165,0.32375,"Intermediate","Light"
"159",3.12470588235294,49.0352941176471,8.84176470588235,33.7896470588235,0.07,1.86352941176471,"Deep","Light"
"160",5.856,100.48,14.436,32.9176,0.22,0.35,"Very shallow","Light"
"161",5.845,100.1,14.3475,32.92075,0.27,0.35,"Shallow","Light"
"162",5.79833333333333,98.15,13.7683333333333,32.964,0.185,0.421666666666667,"Intermediate","Light"
"163",2.95058823529412,44.8352941176471,7.77647058823529,33.7722941176471,0.0171428571428571,2.05411764705882,"Deep","Intermediate"
"164",5.812,101.02,15.034,33.0278,0.134,0.34,"Very shallow","Light"
"165",5.88,100.05,14.0175,32.93,0.2125,0.39,"Shallow","Light"
"166",5.28428571428571,88.3142857142857,12.9357142857143,33.4508571428571,0.1,0.677142857142857,"Intermediate","Light"
"167",2.90666666666667,43.9666666666667,7.69055555555556,33.8405,0.00875,2.08055555555556,"Deep","Intermediate"
"168",5.974,102.2,14.254,33.0348,0.28,0.36,"Very shallow","Light"
"169",5.9075,100.075,13.7925,33.0135,0.2875,0.405,"Shallow","Light"
"170",4.94714285714286,79.7,11.2742857142857,33.1685714285714,0.118571428571429,1.05285714285714,"Intermediate","Light"
"171",2.79333333333333,41.9470588235294,7.55444444444444,33.8569411764706,0.00625,2.14777777777778,"Deep","Intermediate"
"172",5.9525,101.9,14.2025,33.2995,0.77,0.4175,"Very shallow","Light"
"173",5.62,94.9,13.52,33.32175,0.4725,0.6275,"Shallow","Light"
"174",4.035,63.75,10.31,33.4778333333333,0.111666666666667,1.465,"Intermediate","Intermediate"
"175",1.68529411764706,25.4588235294118,7.63470588235294,34.1120588235294,0.00714285714285714,2.50235294117647,"Deep","Intermediate"
"176",5.905,101.2,14.29,33.214,0.51,0.3725,"Very shallow","Light"
"177",5.81833333333333,99.5166666666667,14.1766666666667,33.247,0.458333333333333,0.415,"Shallow","Light"
"178",4.49666666666667,72.0166666666667,10.8833333333333,33.3576666666667,0.13,1.22833333333333,"Intermediate","Light"
"179",1.99125,30.15,7.770625,34.037625,0.0116666666666667,2.3675,"Deep","Intermediate"
"180",5.578,95.38,14.17,33.2556,0.748,0.534,"Very shallow","Light"
"181",5.33428571428571,90.6571428571429,13.8457142857143,33.2798571428571,0.55,0.628571428571429,"Shallow","Light"
"182",4.59333333333333,76.3333333333333,12.7466666666667,33.3653333333333,0.156666666666667,0.963333333333333,"Intermediate","Intermediate"
"183",5.954,102.96,14.826,32.8974,1.62,0.468,"Very shallow","Light"
"184",5.54857142857143,94.6571428571429,14.0457142857143,33.2498571428571,0.68,0.541428571428571,"Shallow","Light"
"185",4.368,71.82,12.188,33.433,0.088,1.022,"Intermediate","Intermediate"
"186",5.84166666666667,100.933333333333,14.8116666666667,32.7473333333333,1.32666666666667,0.54,"Very shallow","Light"
"187",5.6,96.75,14.725,33.101,0.35,0.515,"Shallow","Light"
"188",5.82166666666667,101.016666666667,14.8966666666667,33.1858333333333,0.946666666666667,0.373333333333333,"Very shallow","Light"
"189",5.27166666666667,90.0666666666667,14.1016666666667,33.2808333333333,0.34,0.618333333333333,"Shallow","Light"
"190",4.215,69.05,11.9816666666667,33.473,0.0633333333333333,1.17166666666667,"Intermediate","Light"
"191",1.26090909090909,19.4363636363636,7.86954545454545,34.0949545454545,0.016,2.68363636363636,"Deep","Intermediate"
"192",5.712,97.68,14.204,33.1292,0.5,0.554,"Very shallow","Light"
"193",5.39666666666667,91.9166666666667,13.9833333333333,33.2238333333333,0.266666666666667,0.65,"Shallow","Light"
"194",5.698,98,14.472,33.1716,0.486,0.472,"Very shallow","Light"
"195",4.984,83.82,13.308,33.3138,0.28,0.796,"Shallow","Light"
"196",4.05666666666667,65.9666666666667,11.6633333333333,33.4901666666667,0.0566666666666667,1.25666666666667,"Intermediate","Intermediate"
"197",1.90333333333333,29.2933333333333,8.37333333333333,34.0349333333333,0.014,2.342,"Deep","Intermediate"
"198",5.894,100.8,14.178,33.238,0.462,0.404,"Very shallow","Light"
"199",5.64333333333333,95.4,13.5683333333333,33.2368333333333,0.398333333333333,0.545,"Shallow","Light"
"200",4.12285714285714,64.7142857142857,10.0257142857143,33.4452857142857,0.0771428571428571,1.44857142857143,"Intermediate","Intermediate"
"201",1.804375,27.20625,7.609375,34.0836875,0.00666666666666667,2.451875,"Deep","Intermediate"
"202",5.9225,100.8,13.9475,33.17475,0.4,0.4025,"Very shallow","Light"
"203",5.902,100.08,13.76,33.2304,0.516,0.432,"Shallow","Light"
"204",4.99666666666667,80.35,11.11,33.2615,0.136666666666667,1.02833333333333,"Intermediate","Light"
"205",2.40625,35.875,7.066875,33.9465625,0.00833333333333333,2.299375,"Deep","Intermediate"
"206",6.016,101.36,13.514,33.0028,0.346,0.384,"Very shallow","Light"
"207",5.75857142857143,95.8857142857143,12.8985714285714,33.038,0.314285714285714,0.534285714285714,"Shallow","Light"
"208",4.626,71.98,9.72,33.2422,0.052,1.34,"Intermediate","Intermediate"
"209",2.036875,30.5,7.32125,33.9886875,0.00833333333333333,2.40625,"Deep","Intermediate"
"210",5.95,100.94,13.886,32.9166,0.284,0.374,"Very shallow","Light"
"211",5.945,100.725,13.83,32.91975,0.2825,0.37,"Shallow","Light"
"212",5.33333333333333,87.2333333333333,12.0283333333333,33.0806666666667,0.121666666666667,0.803333333333333,"Intermediate","Light"
"213",2.32882352941176,35.2,7.64882352941176,33.9132941176471,0.0114285714285714,2.28117647058824,"Deep","Intermediate"
"214",5.76,100.48,15.188,33.0942,0.18,0.346,"Very shallow","Light"
"215",5.75666666666667,100.366666666667,15.1783333333333,33.095,0.181666666666667,0.34,"Shallow","Light"
"216",5.66833333333333,97.2,14.34,33.1166666666667,0.155,0.446666666666667,"Intermediate","Light"
"217",3.0875,47.075,7.86375,33.8296875,0.0183333333333333,1.985625,"Deep","Intermediate"
"218",5.898,100.78,14.24,32.9132,0.24,0.354,"Very shallow","Light"
"219",5.8925,100.7,14.235,32.91475,0.2525,0.35,"Shallow","Light"
"220",5.58833333333333,92.7333333333333,12.7583333333333,33.0193333333333,0.15,0.605,"Intermediate","Light"
"221",2.47125,37.69375,7.934375,33.8778125,0.0116666666666667,2.2125,"Deep","Intermediate"
"222",5.926,100.9,14.044,32.9264,0.272,0.344,"Very shallow","Light"
"223",5.935,100.5,13.7916666666667,32.9206666666667,0.313333333333333,0.351666666666667,"Shallow","Light"
"224",5.41142857142857,88.1857142857143,11.8428571428571,33.092,0.114285714285714,0.758571428571429,"Intermediate","Light"
"225",2.44333333333333,36.5733333333333,7.19133333333333,33.8824,0.01,2.28733333333333,"Deep","Intermediate"
"226",5.92,100.575,13.8825,33.152,0.4675,0.42,"Very shallow","Light"
"227",5.902,99.98,13.756,33.1484,0.302,0.43,"Shallow","Light"
"228",4.43333333333333,69.5,10.03,33.3143333333333,0.0816666666666667,1.37666666666667,"Intermediate","Intermediate"
"229",2.23588235294118,33.5058823529412,7.33882352941176,33.9621176470588,0.00285714285714286,2.35352941176471,"Deep","Intermediate"
"230",6,101.86,13.834,33.2026,0.582,0.38,"Very shallow","Light"
"231",5.954,100.98,13.788,33.2122,0.53,0.4,"Shallow","Light"
"232",4.89571428571429,79,11.3,33.2671428571429,0.137142857142857,1.04285714285714,"Intermediate","Light"
"233",2.114,31.4266666666667,6.95133333333333,33.9914666666667,0.004,2.436,"Deep","Intermediate"
"234",5.944,100.62,13.698,33.1882,0.514,0.438,"Very shallow","Light"
"235",5.76,96.9571428571429,13.4157142857143,33.2031428571429,0.382857142857143,0.518571428571429,"Shallow","Light"
"236",4.23333333333333,67.5,10.7216666666667,33.4188333333333,0.0616666666666667,1.32166666666667,"Intermediate","Intermediate"
"237",1.91125,28.9875,7.85375,34.0545625,0.01,2.385,"Deep","Intermediate"
"238",5.976,101.06,13.612,33.2512,0.728,0.464,"Very shallow","Light"
"239",5.594,93.86,13.212,33.274,0.472,0.624,"Shallow","Light"
"240",3.995,63.25,10.4466666666667,33.4731666666667,0.0516666666666667,1.44333333333333,"Intermediate","Intermediate"
"241",1.8475,28.0125,7.82,34.06375,0.00833333333333333,2.42875,"Deep","Intermediate"
"242",5.93166666666667,101.466666666667,14.1866666666667,33.2521666666667,1.38833333333333,0.426666666666667,"Very shallow","Light"
"243",5.695,97.0666666666667,13.9933333333333,33.262,0.806666666666667,0.52,"Shallow","Light"
"244",4.406,72.76,12.296,33.4402,0.074,1.102,"Intermediate","Light"
"245",2.60857142857143,40.3285714285714,9.20571428571429,33.8995714285714,0.02,2.02857142857143,"Deep","Intermediate"
"246",5.59333333333333,94.8166666666667,13.7333333333333,33.25,0.705,0.69,"Very shallow","Light"
"247",5.18285714285714,87.1285714285714,13.31,33.3338571428571,0.145714285714286,0.781428571428571,"Shallow","Light"
"248",5.95166666666667,106.05,16.2733333333333,32.9871666666667,1.42,0.343333333333333,"Very shallow","Light"
"249",4.21,69.4166666666667,12.2466666666667,33.3736666666667,0.611666666666667,1.15166666666667,"Shallow","Light"
"250",5.7225,99.85,15.055,33.13725,1.05,0.5025,"Very shallow","Light"
"251",4.05833333333333,65.95,11.67,33.412,0.645,1.285,"Shallow","Light"
"252",3.55166666666667,55.8666666666667,10.1066666666667,33.634,0.0383333333333333,1.63333333333333,"Intermediate","Intermediate"
"253",1.700625,26.04375,8.258125,34.1359375,0.01,2.476875,"Deep","Intermediate"
"254",5.8175,103.95,16.37,33.14975,0.1525,0.3575,"Very shallow","Light"
"255",4.73,79.875,13.2575,33.30825,0.635,0.9625,"Shallow","Light"
"256",3.58333333333333,56.6833333333333,10.3466666666667,33.6123333333333,0.0766666666666667,1.585,"Intermediate","Intermediate"
"257",1.553125,23.80625,8.325,34.1704375,0.00666666666666667,2.51,"Deep","Intermediate"
"258",5.795,102.975,16.1025,33.17825,0.15,0.38,"Very shallow","Light"
"259",5.68333333333333,97.3,14.1983333333333,33.2028333333333,0.361666666666667,0.538333333333333,"Shallow","Light"
"260",4.118,66.2,11.092,33.4424,0.162,1.378,"Intermediate","Intermediate"
"261",1.824375,27.8125,8.048125,34.087375,0.00333333333333333,2.424375,"Deep","Intermediate"
"262",5.794,102.46,15.846,33.185,0.164,0.372,"Very shallow","Light"
"263",5.675,97.6833333333333,14.44,33.1945,0.328333333333333,0.511666666666667,"Shallow","Light"
"264",4.36,68.85,10.3483333333333,33.3703333333333,0.111666666666667,1.345,"Intermediate","Intermediate"
"265",1.88,28.54375,7.83375,34.0568125,0.00666666666666667,2.419375,"Deep","Intermediate"
"266",5.94,103.48,15.114,33.19,0.222,0.4,"Very shallow","Light"
"267",5.728,97.86,14.104,33.204,0.668,0.512,"Shallow","Light"
"268",4.305,68.65,10.765,33.4083333333333,0.141666666666667,1.29666666666667,"Intermediate","Intermediate"
"269",1.815,27.7125,8.006875,34.07125,0.00666666666666667,2.433125,"Deep","Intermediate"
"270",5.954,103.48,14.98,33.1912,0.26,0.398,"Very shallow","Light"
"271",5.844,100.44,14.422,33.1926,0.47,0.47,"Shallow","Light"
"272",4.84,79,11.96,33.298,0.43,1.03,"Intermediate","Intermediate"
"273",5.865,102.075,15.0725,33.13425,0.135,0.38,"Very shallow","Light"
"274",5.82833333333333,100.633333333333,14.67,33.153,0.385,0.42,"Shallow","Light"
"275",4.83333333333333,78.7666666666667,11.7866666666667,33.3021666666667,0.226666666666667,1.03333333333333,"Intermediate","Light"
"276",1.92,29.4375,8.2025,34.0384375,0.025,2.379375,"Deep","Intermediate"
"277",5.78,101.3,15.402,33.1438,0.1,0.38,"Very shallow","Light"
"278",5.794,101.4,15.35,33.1444,0.134,0.366,"Shallow","Light"
"279",5.39833333333333,90.0333333333333,12.91,33.2018333333333,0.345,0.71,"Intermediate","Light"
"280",2.374375,36.375,8.2375,33.9383125,0.0366666666666667,2.246875,"Deep","Intermediate"
"281",5.774,101.48,15.55,33.1864,0.074,0.37,"Very shallow","Light"
"282",5.778,101.46,15.504,33.1788,0.082,0.37,"Shallow","Light"
"283",5.77166666666667,99.25,14.48,33.1248333333333,0.276666666666667,0.435,"Intermediate","Light"
"284",2.82470588235294,43.6764705882353,8.33176470588235,33.8321176470588,0.09,2.05411764705882,"Deep","Intermediate"
"285",5.816,102.18,15.52,33.1584,0.08,0.374,"Very shallow","Light"
"286",5.8375,101.95,15.2425,33.14,0.1175,0.35,"Shallow","Light"
